Article #,ingredient 1,Concentration ,Unit of concentration ,Normalized concentration % of meat,Chemical composition,source,ingredient 2,Concentration ,Unit of concentration ,Normalized concentration %,Chemical chomposition,Source,ingredient 3,Concentration ,Unit of concentration ,Normalized concentration,Chemical composition,Source,ingredient 4,Concentration ,Unit of concentration ,Normalized concentration,chemical composition,source,Immersion time,Packaging condition,Storage condition (°C),Meat type,meat type 2,part of product,Treatment,Combined treatment, Indicators,Type of indicator,Lower Level Threshold (log CFU/g),Upper Level Threshold (log CFU/g),Unit,Initial Count (Day 0),Pre-threshold   (Day),Pre-threshold Count,Efficacité pre-threshols,Initial inhibition factor,Pre-Threshold Proximity Index 1(TPI),Pre-Threshold Proximity Index 2(TPI),Efficacité pre-threshols proximity ,Post-threshold (Day),Post-threshold Count,Efficacité of Post-threshold,Efficiency,post inhibition factor ,Post-Threshold Proximity Index 1(TPI),Post-Threshold Proximity Index 2(TPI),Efficacité post-threshols proximity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Tumeric oil/Sodium benzoate (autoclave),,,0,,,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",,autoclaved at 121 °C for 15 min,TVC,Microbial,5,7,log CFU/g,0.7,31,0.7,3,0.00,0.10,0.10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Tumeric oil/Sodium benzoate,,,0,,,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",,,Fungal count,Microbial,2,3,fungal count/g,2.18,1,2.18,3,0.00,0.73,0.73,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,1,%,1,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,Fungal count,Microbial,2,3,fungal count/g,2.08,1,2.08,3,0.00,0.69,0.69,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,2,%,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,Fungal count,Microbial,2,3,fungal count/g,2,1,2,3,0.00,0.67,0.67,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Sodium benzoate,0.1,%,0.1,,,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,Fungal count,Microbial,2,3,fungal count/g,0.7,16,0.7,3,0.00,0.23,0.23,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Sodium benzoate,0.1,%,0.1,,,Turmeric oil ,1,%,1,Phenol,plant,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM,,Fungal count,Microbial,2,3,fungal count/g,0.7,46,0.7,3,0.00,0.23,0.23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,1,%,1,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM+HEAT,autoclaved at 121 °C for 5 min,Fungal count,Microbial,2,3,fungal count/g,0.7,91,0.7,3,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Turmeric oil ,2,%,2,Phenol,plant,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",ANM+HEAT,autoclaved at 121 °C for 5 min,Fungal count,Microbial,2,3,fungal count/g,0.7,91,0.7,3,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0576-579,Tumeric oil/Sodium benzoate (autoclave),,,0,,,,,,,,,,,,,,,,,,,,,,packed in Tetra pack pouches,room temp,Mixed,Mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt ",,autoclaved at 121 °C for 15 min,Fungal count,Microbial,2,3,fungal count/g,0.7,91,0.7,3,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0107-108,Sodium ascorbate/Green tea axtract/Grape tea extract,0,mg/kg,0,,,,,,,,,,,,,,,,,,,,,,"display cabinet (iluminated with fluorescent light, polystyrene tray and overwrapped with an oxygen permeable polypropylene film",4,Pork,Pork,"70% lean pork meat (M. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,TBARS,Chemical,0.5,2,mg MDA/kg,0.56,1,0.56,3,0.000,1.12,0.280,3,5,3.4,2,1.21,0.710,6.80,1.70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0107-108,Sodium ascorbate,400,mg/kg,0.04,,,,,,,,,,,,,,,,,,,,,,"display cabinet (iluminated with fluorescent light, polystyrene tray and overwrapped with an oxygen permeable polypropylene film",4,Pork,Pork,"70% lean pork meat (M. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,TBARS,Chemical,0.5,2,mg MDA/kg,0.17,5,1.08,2,0.182,2.16,0.540,3,9,2.14,2,1.10,0.265,4.28,1.07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0107-108,Green tea extract,300,mg/kg,0.03,phenol,plant,,,,,,,,,,,,,,,,,,,,"display cabinet (iluminated with fluorescent light, polystyrene tray and overwrapped with an oxygen permeable polypropylene film",4,Pork,Pork,"70% lean pork meat (M. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,TBARS,Chemical,0.5,2,mg MDA/kg,0.07,17,0.12,3,0.003,0.24,0.060,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0107-108,Grape seed extract,300,mg/kg,0.03,phenol,plant,,,,,,,,,,,,,,,,,,,,"display cabinet (iluminated with fluorescent light, polystyrene tray and overwrapped with an oxygen permeable polypropylene film",4,Pork,Pork,"70% lean pork meat (M. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,TBARS,Chemical,0.5,2,mg MDA/kg,0.09,17,0.21,3,0.007,0.42,0.105,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate/pomegranate peel extract ,0,,0,,,,,,,,,,,,,,,,,,,,,,none,4,beef,beef,50g ground meat,,,TVC,Microbial,5,7,log CFU/g,2.88,3,4.26,2,0.46,0.61,0.61,3,9,9.71,1,0.760,0.908,1.942,1.387,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate (coating),0,,0,,,,,,,,,,,,,,,,,,,,,used in film formulation,sodium caseinate ,4,beef,beef,50g ground meat,,,TVC,Microbial,5,7,log CFU/g,2.88,3,4.3,2,0.47,0.61,0.61,3,9,9.68,1,0.750,0.897,1.936,1.383,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate/pomegranate peel extract (coating),250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,used in film formulation,sodium caseinate containing x2 pomegranate peel extract as packaging film,4,beef,beef,50g ground meat,ANM,,TVC,Microbial,5,7,log CFU/g,2.88,3,3.01,2,0.04,0.43,0.43,3,9,7.71,2,0.854,0.783,1.542,1.101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate/pomegranate peel extract (commercial),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,50g ground meat,,,TVC,Microbial,5,7,log CFU/g,2.88,12,6.21,1,0.28,0.89,0.89,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate/pomegranate peel extract ,0,,0,,,,,,,,,,,,,,,,,,,,,,none,4,beef,beef,50g ground meat,,,S. aureus,Microbial,2,4,log CFU/g,0.51,9,3.02,1,0.28,0.76,0.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate (coating),0,,0,,,,,,,,,,,,,,,,,,,,,used in film formulation,sodium caseinate ,4,beef,beef,50g ground meat,,,S. aureus,Microbial,2,4,log CFU/g,0.51,9,3.21,1,0.30,0.80,0.80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate/pomegranate peel extract (coating),250,ppm,0.025,phenol,plant,,,,,,,,,,,,,,,,,,,used in film formulation,sodium caseinate containing x2 pomegranate peel extract as packaging film,4,beef,beef,50g ground meat,,,S. aureus,Microbial,2,4,log CFU/g,0.51,12,1.92,3,0.12,0.48,0.48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0191-192,sodium caseinate/pomegranate peel extract (commercial),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,50g ground meat,,,S. aureus,Microbial,2,4,log CFU/g,0.51,12,1.7,3,0.10,0.43,0.43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (no film),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TVC,Microbial,5,7,log CFU/g,5.2,4,4.38,2,-0.21,0.63,0.63,3,6,7.84,2,1.193,1.730,1.568,1.120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (film),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TVC,Microbial,5,7,log CFU/g,5.39,4,5.82,1,0.11,0.83,0.83,2,6,8.02,2,0.919,1.100,1.604,1.146,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (film),,,0,,,Na2EDTA,300,μg cm^-2,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TVC,Microbial,5,7,log CFU/g,4.99,6,6.94,1,0.33,0.99,0.99,2,8,6.94,3,0.750,0.000,1.388,0.991,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,lysozyme (film),700,μg cm^-2,0.07,Protein ,enzyme,Na2EDTA ,300,μg cm^-2,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,ANM,,TVC,Microbial,5,7,log CFU/g,5.09,8,6.9,1,0.23,0.99,0.99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (no film),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TCC,Microbial,2,3,log CFU/g,2.6,1,2.6,3,0.00,0.87,0.87,2,4,3.81,3,0.366,0.403,1.905,1.270,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (film),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TCC,Microbial,2,3,log CFU/g,2.9,1,2.9,3,0.00,0.97,0.97,2,4,4.35,2,0.375,0.483,2.175,1.450,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (film),,,0,,,Na2EDTA,300,μg cm^-2,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TCC,Microbial,2,3,log CFU/g,2.68,1,2.68,3,0.00,0.89,0.89,2,4,3.96,3,0.369,0.427,1.98,1.320,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,lysozyme (film),700,μg cm^-2,0.07,Protein ,enzyme,Na2EDTA ,300,μg cm^-2,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,ANM,,TCC,Microbial,2,3,log CFU/g,2.6,1,2.6,3,0.00,0.87,0.87,2,4,3.25,3,0.313,0.217,1.625,1.083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (no film),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TBARS,Chemical,0.5,2,mg MDA per kg,4.60,-,, ,,,,,0,4.60,1.00,,,9.20,2.30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (film),,,0,,,,,,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TBARS,Chemical,0.5,2,mg MDA per kg,4.56,-,,,,,,,0,4.56,1.00,,,9.12,2.28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,Lysozyme (film),,,0,,,Na2EDTA,300,μg cm^-2,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,,,TBARS,Chemical,0.5,2,mg MDA per kg,3.17,-,,,,,,,0,3.17,2.00,,,6.34,1.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0199,lysozyme (film),700,μg cm^-2,0.07,Protein ,enzyme,Na2EDTA ,300,μg cm^-2,,,,,,,,,,,,,,,,,,4,beef,beef,10g ground meat,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,3.23,-,,,,,,,0,3.23,2.00,,,6.46,1.62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0003,sodium chloride,1,%,1,,,,,,,,,,,,,,,,,,,,,,packed in 450-g portions in poly- ethylene tubes (diameter 8 cm) ,-18,beef,beef,frozen minced beef,,,TVC,Microbial,5,7,log CFU/g,5.4,7,5,1,-0.06,0.71,0.71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0003,sodium chloride,1,%,1,,,"rehydrated, texturized soy Protein  (4% Protein , 15% water)",19,%,19,,,,,,,,,,,,,,,,packed in 450-g portions in poly- ethylene tubes (diameter 8 cm) ,-18,beef,beef,frozen minced beef,,,TVC,Microbial,5,7,log CFU/g,5.5,7,5.3,1,-0.03,0.76,0.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0003,sodium chloride,1,%,1,,,"rehydrated pea fibre (2% fibre, 17% water)",19,%,19,,,,,,,,,,,,,,,,packed in 450-g portions in poly- ethylene tubes (diameter 8 cm) ,-18,beef,beef,frozen minced beef,,,TVC,Microbial,5,7,log CFU/g,5.2,7,5,1,-0.03,0.71,0.71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0003,sodium chloride,1,%,1,,,,,,,,,,,,,,,,,,,,,,packed in 450-g portions in poly- ethylene tubes (diameter 8 cm) ,-18,beef,beef,frozen minced beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,only graph available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0003,sodium chloride,1,%,1,,,"rehydrated, texturized soy Protein  (4% Protein , 15% water)",19,%,19,,,,,,,,,,,,,,,,packed in 450-g portions in poly- ethylene tubes (diameter 8 cm) ,-18,beef,beef,frozen minced beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,only graph available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0003,sodium chloride,1,%,1,,,"rehydrated pea fibre (2% fibre, 17% water)",19,%,19,,,,,,,,,,,,,,,,packed in 450-g portions in poly- ethylene tubes (diameter 8 cm) ,-18,beef,beef,frozen minced beef,,,TBARS,Chemical,0.5,2,mg MDA per kg,only graph available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),,,0,,,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,,,Proteolytic fungal count,Microbial,,,log CFU/g,3.77,12,6.39,3,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),0.6,%/kg,0.6,Phenol,plant,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,ANM,,Proteolytic fungal count,Microbial,,,log CFU/g,3.77,21,6.47,1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),,,0,,,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,,,Lipolytic fungal count,Microbial,,,log CFU/g,3,12,6,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),0.6,%/kg,0.6,Phenol,plant,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,ANM,,Lipolytic Fungal count,Microbial,,,log CFU/g,3,21,4,3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),,,0,,,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,,,Fungal count,Microbial,2,3,log CFU/g,3.99,12,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),0.6,%/kg,0.6,Phenol,plant,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,ANM,,Fungal count,Microbial,2,3,log CFU/g,3.99,21,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),,,0,,,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.23,12,0.74,2,0.043,1.48,0.370,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),0.6,%/kg,0.6,Phenol,plant,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.23,18,0.80,2.00,0.032,1.60,0.400,3,21,0.89,3,0.95,0.030,1.78,0.45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),,,0,,,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,,,TVBN,Chemical,15,20,mg/100g,9.80,12,19.8,3,0.833,1.32,0.990,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0005,Ethanolic extract of propolis (EEP),0.6,%/kg,0.6,Phenol,plant,,,,,,,,,,,,,,,,,,,,polyethylene bags,5,beef,beef,fresh oriental sausage,ANM,,TVBN,Chemical,15,20,mg/100g,9.80,18,16.8,3,0.389,1.12,0.840,2,21,19.3,3,0.98,0.833,1.29,0.97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,BHT/BHA/tocopherols/rosemary,,,0,,,,,,,,,,,,,,,,,,,,,,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,,,TPC,Microbial,5,7,log CFU/g,,21,4.92,2,0.23,0.70,0.70,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,Butylated hydroxyanisole(BHA) and butylated hydroxytoluene (BHT) ,0.02,% of the fat level,0.0038,,,,,,,,,,,,,,,,,,,,,,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,,,TPC,Microbial,5,7,log CFU/g,,21,5.355,2,0.26,0.77,0.77,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,natural tocopherols,0.1,% of the fat level,0.019,Phenol,plant,,,,,,,,,,,,,,,,,,,,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,ANM,,TPC,Microbial,5,7,log CFU/g,,21,4.81,2,0.23,0.69,0.69,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,extract of rosemary,0.1,% of the fat level,0.019,Phenol,plant,,,,,,,,,,,,,,,,,,,,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,ANM,,TPC,Microbial,5,7,log CFU/g,,21,4.3,3,0.20,0.61,0.61,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,tocopherols,0.05,% of the fat level,0.0095,Phenol,plant,oleroresin rosemary,0.05,% of the fat level,0.0095,Essential oil,plant,,,,,,,,,,,,,,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,ANM,,TPC,Microbial,5,7,log CFU/g,,21,4.86,2,0.23,0.69,0.69,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,BHT/BHA/tocopherols/rosemary,,,0,,,,,,,,,,,,,,,,,,,,,vaccum packaging,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,,,TPC,Microbial,5,7,log CFU/g,,50,6.84,1,0.14,0.98,0.98,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,Butylated hydroxyanisole(BHA) and butylated hydroxytoluene (BHT),0.02,% of the fat level,0.0038,,,,,,,,,,,,,,,,,,,,,vaccum packaging,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,,,TPC,Microbial,5,7,log CFU/g,,50,6.45,1,0.13,0.92,0.92,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,natural tocopherols,0.1,% of the fat level,0.019,Phenol,plant,,,,,,,,,,,,,,,,,,,vaccum packaging,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,ANM,,TPC,Microbial,5,7,log CFU/g,,50,6.82,1,0.14,0.97,0.97,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,extract of rosemary,0.1,% of the fat level,0.019,Phenol,plant,,,,,,,,,,,,,,,,,,,vaccum packaging,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,ANM,,TPC,Microbial,5,7,log CFU/g,,50,6.185,1,0.12,0.88,0.88,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0008-9,tocopherols,0.05,% of the fat level,0.0095,Phenol,plant,oleroresin rosemary,0.05,% of the fat level,0.0095,Essential oil,plant,,,,,,,,,,,,,vaccum packaging,polyethylene lined carboard boxes,4,mixed,chicken and pork,frankfurters,ANM,,TPC,Microbial,5,7,log CFU/g,,50,6.605,1,0.13,0.94,0.94,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Aloe vera/Fenugreek/BHA/BHT/Vitamin E/Ginseng/Mustard/Rosemary/Tea catechin/Sage/Soy protein/Whey protein,-,,0,,,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,10,0.39,3,-0.048,0.78,0.195,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Aloe vera,0.25,%,0.25,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,1,0.25,3,0.000,0.50,0.125,3,4,1.06,3,1.06,0.270,2.12,0.53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Fenugreek,0.01,%,0.01,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,4,0.73,2,0.120,1.46,0.365,3,7,1.04,3,0.81,0.103,2.08,0.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Ginseng,0.25,%,0.25,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,10,0.34,3,0.009,0.68,0.170,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Mustard,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,4,0.59,3,0.085,1.18,0.295,3,7,1.02,3,0.99,0.143,2.04,0.51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Rosemary,0.1,%,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,7,0.65,3,0.057,1.30,0.325,3,10,0.99,3,1.07,0.113,1.98,0.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Sage,0.05,%,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,10,0.29,3,0.004,0.58,0.145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Soya Protein ,0.1,%,0.1,Protein ,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,10,0.46,3,0.021,0.92,0.230,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Tea catechins,0.25,%,0.25,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,1,0.25,3,0.000,0.50,0.125,3,4,1.08,3,1.08,0.277,2.16,0.54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Whey Protein  concentrate,4,%,4,Protein ,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,10,0.29,3,0.004,0.58,0.145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,BHA/BHT,0.01,%,0.01,,,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,10,0.76,2,0.051,1.52,0.380,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Vitamin E,1000,mg α-tocopheryl acetate/kg feed,10,Phenol,plant,,,,,,,,,,,,,,,,,,,,,4,pork,pork,raw pork patties,ANM,,TBARS,Chemical,0.5,2,mg MDA per kg,0.25,10,0.27,3,0.002,0.54,0.135,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0012-29,Aloe vera/Fenugreek/BHA/BHT/Vitamin E/Ginseng/Mustard/Rosemary/Tea catechin/Sage/Soy protein/Whey protein,-,,0,,,,,,,,,,,,,,,,,,,,,,,4,pork,pork,cooked pork patties,,,TBARS,Chemical,0.5,2,mg MDA per kg,0.87,1,0.87,2,0.000,1.74,0.435,3,4,2.84,2,0.82,0.657,5.68,1.42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
