experiment_id,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
22,1,control,,,0.0,none,none,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",heat,,single,,fungal count,microbial,2.0,3.0,fungal count/g,0.7,91.0,0.7,0.0,,,,,theoretical
3,1,control,0.0,mg/kg,0.0,none,none,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.56,1.0,0.56,0.0,5.0,3.4,0.71,1.7,theoretical
3,1,sodium ascorbate,400.0,mg/kg,0.04,organic acid,plant,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.17,5.0,1.08,0.182,9.0,2.14,0.265,1.07,theoretical
3,1,green tea extract,300.0,mg/kg,0.03,phenol,plant,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.07,17.0,0.12,0.003,,,,,theoretical
3,1,grape seed extract,300.0,mg/kg,0.03,phenol,plant,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.09,17.0,0.21,0.007,,,,,theoretical
11,1,control,0.0,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.88,3.0,4.26,0.46,9.0,9.71,0.908,1.387,theoretical
11,1,control,0.0,,0.0,none,none,,,caseinate film,,,4,beef,50g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.88,3.0,4.3,0.47,9.0,9.68,0.897,1.383,theoretical
11,1,sodium caseinate/pomegranate peel extract (coating),250.0,ppm,0.025,phenol,plant,,active_antimicrobial,pa|caseinate film,film,active packaging,4,beef,50g ground meat,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.88,3.0,3.01,0.04,9.0,7.71,0.783,1.101,theoretical
11,1,control,,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.88,12.0,6.21,0.28,,,,,theoretical
11,1,control,0.0,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,9.0,3.02,0.28,,,,,theoretical
11,1,control,0.0,,0.0,none,none,,,caseinate film,,,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,9.0,3.21,0.3,,,,,theoretical
11,1,sodium caseinate/pomegranate peel extract (coating),250.0,ppm,0.025,phenol,plant,,active_antimicrobial,pa|caseinate film,film,active packaging,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,12.0,1.92,0.12,,,,,theoretical
11,1,control,,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,12.0,1.7,0.1,,,,,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.2,4.0,4.38,-0.21,6.0,7.84,1.73,1.12,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.39,4.0,5.82,0.11,6.0,8.02,1.1,1.146,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,4.99,6.0,6.94,0.33,8.0,6.94,0.0,0.991,theoretical
13,1,lysozyme (film),700.0,μg cm^-2,0.07,protein,enzyme,,,,,,4,beef,10g ground meat,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,5.09,8.0,6.9,0.23,,,,,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tcc,microbial,2.0,3.0,log cfu/g,2.6,1.0,2.6,0.0,4.0,3.81,0.403,1.27,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tcc,microbial,2.0,3.0,log cfu/g,2.9,1.0,2.9,0.0,4.0,4.35,0.483,1.45,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tcc,microbial,2.0,3.0,log cfu/g,2.68,1.0,2.68,0.0,4.0,3.96,0.427,1.32,theoretical
13,1,lysozyme (film),700.0,μg cm^-2,0.07,protein,enzyme,,,,,,4,beef,10g ground meat,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,2.6,1.0,2.6,0.0,4.0,3.25,0.217,1.083,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tbars,chemical,0.5,2.0,mg mda per kg,4.6,,,,0.0,4.6,,2.3,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tbars,chemical,0.5,2.0,mg mda per kg,4.56,,,,0.0,4.56,,2.28,theoretical
13,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tbars,chemical,0.5,2.0,mg mda per kg,3.17,,,,0.0,3.17,,1.59,theoretical
13,1,lysozyme (film),700.0,μg cm^-2,0.07,protein,enzyme,,,,,,4,beef,10g ground meat,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,3.23,,,,0.0,3.23,,1.62,theoretical
24,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.4,7.0,5.0,-0.06,,,,,theoretical
24,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.5,7.0,5.3,-0.03,,,,,theoretical
24,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.2,7.0,5.0,-0.03,,,,,theoretical
24,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
24,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
24,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
25,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,proteolytic fungal count,microbial,,,log cfu/g,3.77,12.0,6.39,0.22,,,,,theoretical
25,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,proteolytic fungal count,microbial,,,log cfu/g,3.77,21.0,6.47,0.13,,,,,theoretical
25,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,lipolytic fungal count,microbial,,,log cfu/g,3.0,12.0,6.0,0.25,,,,,theoretical
25,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,lipolytic fungal count,microbial,,,log cfu/g,3.0,21.0,4.0,0.05,,,,,theoretical
25,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,fungal count,microbial,2.0,3.0,log cfu/g,3.99,12.0,6.6,,,,,,theoretical
25,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,fungal count,microbial,2.0,3.0,log cfu/g,3.99,21.0,6.0,,,,,,theoretical
25,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.23,12.0,0.74,0.043,,,,,theoretical
25,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.23,18.0,0.8,0.032,21.0,0.89,0.03,0.45,theoretical
25,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,tvbn,chemical,15.0,20.0,mg/100g,9.8,12.0,19.8,0.833,,,,,theoretical
25,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,tvbn,chemical,15.0,20.0,mg/100g,9.8,18.0,16.8,0.389,21.0,19.3,0.833,0.97,theoretical
26,1,control,,,0.0,none,none,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.92,0.23,,,,,theoretical
26,1,butylated hydroxyanisole(bha) and butylated hydroxytoluene (bht),0.02,% of the fat level,0.0038,organic compound (antioxidant),other natural sources,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,5.355,0.26,,,,,theoretical
26,1,natural tocopherols,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.81,0.23,,,,,theoretical
26,1,extract of rosemary,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.3,0.2,,,,,theoretical
26,1,tocopherols,0.05,% of the fat level,0.0095,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.86,0.23,,,,,theoretical
26,1,control,,,0.0,none,none,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.84,0.14,,,,,theoretical
26,1,butylated hydroxyanisole(bha) and butylated hydroxytoluene (bht),0.02,% of the fat level,0.0038,organic compound (antioxidant),other natural sources,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.45,0.13,,,,,theoretical
26,1,natural tocopherols,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.82,0.14,,,,,theoretical
26,1,extract of rosemary,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.185,0.12,,,,,theoretical
26,1,tocopherols,0.05,% of the fat level,0.0095,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.605,0.13,,,,,theoretical
27,1,control,,,0.0,none,none,,,,,,4,pork,raw pork patties,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,10.0,0.39,-0.048,,,,,theoretical
27,1,aloe vera,0.25,%,0.25,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,1.0,0.25,0.0,4.0,1.06,0.27,0.53,theoretical
27,1,fenugreek,0.01,%,0.01,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,4.0,0.73,0.12,7.0,1.04,0.103,0.52,theoretical
27,1,ginseng,0.25,%,0.25,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.34,0.009,,,,,theoretical
27,1,mustard,0.1,%,0.1,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,4.0,0.59,0.085,7.0,1.02,0.143,0.51,theoretical
27,1,rosemary,0.1,%,0.1,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,7.0,0.65,0.057,10.0,0.99,0.113,0.5,theoretical
27,1,sage,0.05,%,0.05,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.29,0.004,,,,,theoretical
27,1,soya protein,0.1,%,0.1,protein,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.46,0.021,,,,,theoretical
27,1,tea catechins,0.25,%,0.25,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,1.0,0.25,0.0,4.0,1.08,0.277,0.54,theoretical
27,1,whey protein  concentrate,4.0,%,4.0,protein,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.29,0.004,,,,,theoretical
27,1,bha/bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.76,0.051,,,,,theoretical
27,1,vitamin e,1000.0,mg α-tocopheryl acetate/kg feed,10.0,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.27,0.002,,,,,theoretical
27,1,control,,,0.0,none,none,,,,,,4,pork,cooked pork patties,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.84,0.657,1.42,theoretical
27,1,aloe vera,0.25,%,0.25,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.75,0.627,1.38,theoretical
27,1,fenugreek,0.01,%,0.01,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.8,0.643,1.4,theoretical
27,1,ginseng,0.25,%,0.25,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.72,0.617,1.36,theoretical
27,1,mustard,0.1,%,0.1,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,4.96,1.363,2.48,theoretical
27,1,rosemary,0.1,%,0.1,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,1.57,0.233,0.79,theoretical
27,1,sage,0.05,%,0.05,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,3.06,0.73,1.53,theoretical
27,1,soya protein,0.1,%,0.1,protein,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,5.1,1.41,2.55,theoretical
27,1,tea catechins,0.25,%,0.25,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,10.0,0.79,-0.008,,,,,theoretical
27,1,whey protein  concentrate,4.0,%,4.0,protein,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,1.27,0.133,0.64,theoretical
27,1,bha/bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.13,0.42,1.07,theoretical
27,1,vitamin e,1000.0,mg α-tocopheryl acetate/kg feed,10.0,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.6,1.0,0.6,0.0,4.0,2.82,0.74,1.41,theoretical
28,1,control,,,0.0,none,none,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,1.42,0.078,,,,,theoretical
28,1,cinnamon stick extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
28,1,oregano extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
28,1,clove extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
28,1,pomegranate peel extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
28,1,grape seed extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
29,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,2.41,,,,1.0,2.41,,,theoretical
29,1,activin,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,1.0,1.31,1.31,4.0,2.47,0.387,1.24,theoretical
29,1,bha,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.18,4.0,1.24,0.015,,,,,theoretical
29,1,pycnogenol,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,2.29,,,,1.0,2.29,,,theoretical
29,1,rosemary,0.02,%,0.02,essential oil / polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.57,1.0,1.57,0.0,2.0,3.13,1.56,1.57,theoretical
29,1,stpp,0.02,%,0.02,mineral,other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,2.38,,,,1.0,2.38,,,theoretical
29,1,α-tocopherol,0.02,%,0.02,vitamin,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.62,1.0,1.62,0.0,2.0,2.45,0.83,1.23,theoretical
29,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.59,4.0,2.77,0.545,,,,,theoretical
29,1,activin,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.15,4.0,0.79,0.16,,,,,theoretical
29,1,bha,0.01,%,0.02,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.06,4.0,0.17,0.028,,,,,theoretical
29,1,pycnogenol,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.19,4.0,1.53,0.335,,,,,theoretical
29,1,roremary,0.02,%,0.02,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.17,4.0,1.36,0.298,,,,,theoretical
29,1,stpp,0.02,%,0.02,mineral,other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.26,4.0,1.64,0.345,,,,,theoretical
29,1,α-tocopherol,0.02,%,0.02,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.08,4.0,0.91,0.208,,,,,theoretical
29,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.85,1.0,1.85,0.0,2.0,3.56,1.71,1.78,theoretical
29,1,activin,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.45,4.0,1.88,0.108,,,,,theoretical
29,1,activin,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.36,4.0,1.35,-0.003,,,,,theoretical
29,1,bha,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.57,4.0,1.5,-0.018,,,,,theoretical
30,1,pycnogenol,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.47,3.0,1.95,0.16,4.0,2.31,0.36,1.16,theoretical
31,1,pycnogenol,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.41,4.0,1.58,0.043,,,,,theoretical
32,1,roremary,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.55,1.0,1.55,0.0,2.0,2.5,0.95,1.25,theoretical
33,1,roremary,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.38,1.0,1.38,0.0,2.0,2.2,0.82,1.1,theoretical
34,1,α-tocopherol,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.71,1.0,1.71,0.0,2.0,3.55,1.84,1.78,theoretical
35,1,α-tocopherol,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,1.69,1.0,1.69,0.0,2.0,2.2,0.51,1.1,theoretical
29,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.14,4.0,2.9,0.69,,,,,theoretical
29,1,activin,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.04,4.0,0.22,0.045,,,,,theoretical
29,1,activin,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.04,4.0,0.08,0.01,,,,,theoretical
29,1,bha,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.05,4.0,0.08,0.008,,,,,theoretical
30,1,pycnogenol,0.05,%,0.05,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.06,4.0,0.64,0.145,,,,,theoretical
31,1,pycnogenol,0.1,%,0.1,anthocyanins,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.04,4.0,0.18,0.035,,,,,theoretical
32,1,roremary,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.07,4.0,1.09,0.255,,,,,theoretical
33,1,roremary,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.06,4.0,0.77,0.178,,,,,theoretical
34,1,α-tocopherol,0.05,%,0.05,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.12,4.0,1.68,0.39,,,,,theoretical
35,1,α-tocopherol,0.1,%,0.1,phenol,plant,,,,,,4,beef,cooked ground beef,,anm,single,,hexanal content (hc),chemical,1.0,5.9,ppm,0.12,4.0,1.63,0.378,,,,,theoretical
36,1,control,,,0.0,none,none,,,,,,4,lard,,,,,,pv,chemical,5.0,10.0,meq o2/kg,2.1,60.0,9.0,0.115,,,,,theoretical
36,1,phenol extract from olive oil mill wastewater,275.0,mg/kg,0.0275,essential oil,plant,,,,,,4,lard,,,anm,single,,pv,chemical,5.0,10.0,meq o2/kg,2.1,60.0,2.8,0.012,,,,,theoretical
36,1,control,,,0.0,none,none,,,,,,4,lard,,,,,,spectrophotometric indicies e232,chemical,,,,2.4,30.0,2.61,,60.0,0.24,,,theoretical
36,1,phenol extract from olive oil mill wastewater,275.0,mg/kg,0.0275,essential oil,plant,,,,,,4,lard,,,anm,single,,spectrophotometric indicies e232,chemical,,,,2.4,30.0,2.67,,60.0,0.16,,,theoretical
36,1,control,,,0.0,none,none,,,,,,4,lard,,,,,,spectrophotometric indicies e270,chemical,,,,0.1,30.0,2.58,,60.0,0.17,,,theoretical
36,1,phenol extract from olive oil mill wastewater,275.0,mg/kg,0.0275,essential oil,plant,,,,,,4,lard,,,anm,single,,spectrophotometric indicies e270,chemical,,,,0.1,30.0,2.61,,60.0,0.19,,,theoretical
37,1,control,,,0.0,none,none,,,,,,20,pork,ground pork meat,,,,,tbars,chemical,5.0,2.0,mg mda/kg,0.18,4.0,0.86,0.17,7.0,1.28,0.14,0.64,theoretical
37,1,control,,,0.0,none,none,,,,,,20,pork,ground pork meat,heat,,single,,tbars,chemical,5.0,2.0,mg mda/kg,0.59,,,,1.0,1.02,,,theoretical
37,1,rosemary (precooking),0.5,g/kg fat,0.0225,phenol,plant,,,,,,20,pork,ground pork meat,heat,anm,hybrid_simultaneous,,tbars,chemical,5.0,2.0,mg mda/kg,0.13,13.0,0.5,0.028,,,,,theoretical
